position,title,episodes,release_date,members,score,details
163.0,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie (1 eps),Sep 2019 - Sep 2019,360016,8.41,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou
164.0,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV (12 eps),Jan 2019 - Mar 2019,1519463,8.41,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
165.0,Gintama°: Aizome Kaori-hen,OVA (2 eps),Aug 2016 - Nov 2016,77963,8.4,https://myanimelist.net/anime/32366/Gintama°__Aizome_Kaori-hen
166.0,Houseki no Kuni,TV (12 eps),Oct 2017 - Dec 2017,409344,8.4,https://myanimelist.net/anime/35557/Houseki_no_Kuni
167.0,Hunter x Hunter,TV (62 eps),Oct 1999 - Mar 2001,540068,8.4,https://myanimelist.net/anime/136/Hunter_x_Hunter
168.0,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),Movie (1 eps),Aug 2009 - Aug 2009,195219,8.4,https://myanimelist.net/anime/5205/Kara_no_Kyoukai_Movie_7__Satsujin_Kousatsu_Go
169.0,Kaze ga Tsuyoku Fuiteiru,TV (23 eps),Oct 2018 - Mar 2019,272065,8.4,https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru
170.0,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Movie (1 eps),Feb 2018 - Feb 2018,377198,8.4,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou
171.0,Tian Guan Ci Fu,ONA (11 eps),Oct 2020 - Jan 2021,105397,8.4,https://myanimelist.net/anime/40730/Tian_Guan_Ci_Fu
172.0,Natsume Yuujinchou Roku Specials,Special (2 eps),Sep 2017 - Oct 2017,42054,8.39,https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials
173.0,Non Non Biyori Nonstop,TV (12 eps),Jan 2021 - Mar 2021,108246,8.39,https://myanimelist.net/anime/39808/Non_Non_Biyori_Nonstop
174.0,Tensei shitara Slime Datta Ken 2nd Season,TV (12 eps),Jan 2021 - Mar 2021,790697,8.39,https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season
175.0,3-gatsu no Lion,TV (22 eps),Oct 2016 - Mar 2017,626610,8.39,https://myanimelist.net/anime/31646/3-gatsu_no_Lion
176.0,Chihayafuru 2,TV (25 eps),Jan 2013 - Jun 2013,219887,8.39,https://myanimelist.net/anime/14397/Chihayafuru_2
177.0,Cross Game,TV (50 eps),Apr 2009 - Mar 2010,117586,8.39,https://myanimelist.net/anime/5941/Cross_Game
178.0,Kamisama Hajimemashita: Kako-hen,OVA (4 eps),Aug 2015 - Aug 2016,151454,8.39,https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen
179.0,Barakamon,TV (12 eps),Jul 2014 - Sep 2014,614858,8.38,https://myanimelist.net/anime/22789/Barakamon
180.0,Cowboy Bebop: Tengoku no Tobira,Movie (1 eps),Sep 2001 - Sep 2001,345860,8.38,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira
181.0,Fumetsu no Anata e,TV (20 eps),Apr 2021 - Aug 2021,735088,8.38,https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e
182.0,Kimetsu no Yaiba: Mugen Ressha-hen,TV (7 eps),Oct 2021 - Nov 2021,510389,8.38,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen
183.0,Mushoku Tensei: Isekai Ittara Honki Dasu,TV (11 eps),Jan 2021 - Mar 2021,1029322,8.38,https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu
184.0,Yoru ni Kakeru,Music (1 eps),Nov 2019 - Nov 2019,15712,8.38,https://myanimelist.net/anime/48653/Yoru_ni_Kakeru
185.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV (12 eps),Jul 2020 - Sep 2020,636570,8.37,https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan
186.0,Baccano!,TV (13 eps),Jul 2007 - Nov 2007,851536,8.37,https://myanimelist.net/anime/2251/Baccano
187.0,Dr. Stone: Ryuusui,Special (1 eps),Jul 2022 - Jul 2022,147792,8.37,https://myanimelist.net/anime/50612/Dr_Stone__Ryuusui
188.0,Kizumonogatari I: Tekketsu-hen,Movie (1 eps),Jan 2016 - Jan 2016,486156,8.37,https://myanimelist.net/anime/9260/Kizumonogatari_I__Tekketsu-hen
189.0,Made in Abyss Movie 2: Hourou Suru Tasogare,Movie (1 eps),Jan 2019 - Jan 2019,110018,8.37,https://myanimelist.net/anime/37515/Made_in_Abyss_Movie_2__Hourou_Suru_Tasogare
190.0,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Movie (1 eps),Oct 2012 - Oct 2012,189930,8.37,https://myanimelist.net/anime/11979/Mahou_Shoujo_Madoka★Magica_Movie_2__Eien_no_Monogatari
191.0,Usagi Drop,TV (11 eps),Jul 2011 - Sep 2011,465460,8.37,https://myanimelist.net/anime/10162/Usagi_Drop
192.0,Mahou Shoujo Madoka★Magica,TV (12 eps),Jan 2011 - Apr 2011,1189649,8.36,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka★Magica
193.0,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV (13 eps),Jul 2020 - Sep 2020,978038,8.36,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season
194.0,Haikyuu!! To the Top,TV (13 eps),Jan 2020 - Apr 2020,818946,8.36,https://myanimelist.net/anime/38883/Haikyuu_To_the_Top
195.0,Hellsing Ultimate,OVA (10 eps),Feb 2006 - Dec 2012,849331,8.36,https://myanimelist.net/anime/777/Hellsing_Ultimate
196.0,Kaze no Tani no Nausicaä,Movie (1 eps),Mar 1984 - Mar 1984,341306,8.36,https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausicaä
197.0,Bakuman. 2nd Season,TV (25 eps),Oct 2011 - Mar 2012,335194,8.35,https://myanimelist.net/anime/10030/Bakuman_2nd_Season
198.0,Gintama: Shiroyasha Koutan,Special (1 eps),Sep 2008 - Sep 2008,65084,8.35,https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan
199.0,K-On! Movie,Movie (1 eps),Dec 2011 - Dec 2011,304013,8.35,https://myanimelist.net/anime/9617/K-On_Movie
200.0,Psycho-Pass,TV (22 eps),Oct 2012 - Mar 2013,1510746,8.35,https://myanimelist.net/anime/13601/Psycho-Pass
201.0,Neon Genesis Evangelion,TV (26 eps),Oct 1995 - Mar 1996,1627069,8.34,https://myanimelist.net/anime/30/Neon_Genesis_Evangelion
202.0,One Outs,TV (25 eps),Oct 2008 - Apr 2009,221187,8.34,https://myanimelist.net/anime/5040/One_Outs
203.0,Bakemonogatari,TV (15 eps),Jul 2009 - Jun 2010,1311890,8.34,https://myanimelist.net/anime/5081/Bakemonogatari
204.0,Given,TV (11 eps),Jul 2019 - Sep 2019,497394,8.34,https://myanimelist.net/anime/39533/Given
205.0,Gotcha!,Music (1 eps),Sep 2020 - Sep 2020,26712,8.34,https://myanimelist.net/anime/42984/Gotcha
206.0,Kingdom 2nd Season,TV (39 eps),Jun 2013 - Mar 2014,110863,8.34,https://myanimelist.net/anime/17389/Kingdom_2nd_Season
207.0,Kiseijuu: Sei no Kakuritsu,TV (24 eps),Oct 2014 - Mar 2015,1696271,8.34,https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu
208.0,Kobayashi-san Chi no Maid Dragon S,TV (12 eps),Jul 2021 - Sep 2021,477317,8.34,https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S
209.0,Golden Kamuy 4th Season,TV (13 eps),Oct 2022 -,56588,8.33,https://myanimelist.net/anime/50528/Golden_Kamuy_4th_Season
210.0,Kidou Senshi Gundam: The Origin,OVA (6 eps),Feb 2015 - May 2018,66013,8.33,https://myanimelist.net/anime/10937/Kidou_Senshi_Gundam__The_Origin
211.0,Major S6,TV (25 eps),Apr 2010 - Sep 2010,59280,8.33,https://myanimelist.net/anime/7655/Major_S6
212.0,Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA (1 eps),Feb 2014 - Feb 2014,74985,8.33,https://myanimelist.net/anime/20651/Natsume_Yuujinchou__Itsuka_Yuki_no_Hi_ni
213.0,Romeo no Aoi Sora,TV (33 eps),Jan 1995 - Dec 1995,46027,8.33,https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora
214.0,Uchuu Senkan Yamato 2199,OVA (26 eps),May 2012 - Oct 2013,107767,8.33,https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199
215.0,Versailles no Bara,TV (40 eps),Oct 1979 - Sep 1980,87898,8.33,https://myanimelist.net/anime/338/Versailles_no_Bara
216.0,Natsume Yuujinchou,TV (13 eps),Jul 2008 - Sep 2008,497339,8.32,https://myanimelist.net/anime/4081/Natsume_Yuujinchou
217.0,Natsume Yuujinchou Go Specials,Special (2 eps),Mar 2017 - Apr 2017,41483,8.32,https://myanimelist.net/anime/34534/Natsume_Yuujinchou_Go_Specials
218.0,Ookami to Koushinryou II,TV (12 eps),Jul 2009 - Sep 2009,461263,8.32,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II
219.0,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV (12 eps),Jul 2021 - Sep 2021,597364,8.32,https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2
220.0,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Special (1 eps),Jul 2018 - Jul 2018,291392,8.32,https://myanimelist.net/anime/37095/Violet_Evergarden__Kitto_Ai_wo_Shiru_Hi_ga_Kuru_no_Darou
221.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,1502331,8.32,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai
222.0,Fate/stay night: Unlimited Blade Works 2nd Season,TV (13 eps),Apr 2015 - Jun 2015,790062,8.32,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season
223.0,Initial D First Stage,TV (26 eps),Apr 1998 - Dec 1998,326898,8.32,https://myanimelist.net/anime/185/Initial_D_First_Stage
224.0,Katanagatari,TV (12 eps),Jan 2010 - Dec 2010,529264,8.32,https://myanimelist.net/anime/6594/Katanagatari
225.0,Kawaki wo Ameku,Music (1 eps),Jan 2019 - Jan 2019,26460,8.32,https://myanimelist.net/anime/39112/Kawaki_wo_Ameku
226.0,Kemono no Souja Erin,TV (50 eps),Jan 2009 - Dec 2009,80913,8.32,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin
227.0,Boku dake ga Inai Machi,TV (12 eps),Jan 2016 - Mar 2016,1900307,8.31,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
228.0,Doupo Cangqiong: San Nian Zhi Yue,ONA (13 eps),Oct 2021 - Jan 2022,4422,8.31,https://myanimelist.net/anime/49701/Doupo_Cangqiong__San_Nian_Zhi_Yue
229.0,Evangelion: 2.0 You Can (Not) Advance,Movie (1 eps),Jul 2009 - Jul 2009,491107,8.31,https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance
230.0,Hunter x Hunter: Original Video Animation,OVA (8 eps),Jan 2002 - Apr 2002,118969,8.31,https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation
231.0,NHK ni Youkoso!,TV (24 eps),Jul 2006 - Dec 2006,676244,8.31,https://myanimelist.net/anime/1210/NHK_ni_Youkoso
232.0,Sakamichi no Apollon,TV (12 eps),Apr 2012 - Jun 2012,355652,8.31,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon
233.0,Shelter (Music),Music (1 eps),Oct 2016 - Oct 2016,312801,8.31,https://myanimelist.net/anime/34240/Shelter_Music
234.0,Kuroko no Basket 3rd Season,TV (25 eps),Jan 2015 - Jun 2015,694192,8.3,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season
235.0,Major: World Series,OVA (2 eps),Dec 2011 - Jan 2012,34621,8.3,https://myanimelist.net/anime/11917/Major__World_Series
236.0,Shinsekai yori,TV (25 eps),Sep 2012 - Mar 2013,733907,8.3,https://myanimelist.net/anime/13125/Shinsekai_yori
237.0,Tenki no Ko,Movie (1 eps),Jul 2019 - Jul 2019,853137,8.3,https://myanimelist.net/anime/38826/Tenki_no_Ko
238.0,World Trigger 3rd Season,TV (14 eps),Oct 2021 - Jan 2022,91154,8.3,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season
239.0,Ao Ashi,TV (24 eps),Apr 2022 - Sep 2022,140887,8.3,https://myanimelist.net/anime/49052/Ao_Ashi
240.0,Detective Conan Movie 06: The Phantom of Baker Street,Movie (1 eps),Apr 2002 - Apr 2002,71868,8.3,https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street
241.0,Diamond no Ace: Second Season,TV (51 eps),Apr 2015 - Mar 2016,127054,8.3,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season
242.0,Doukyuusei (Movie),Movie (1 eps),Feb 2016 - Feb 2016,240642,8.3,https://myanimelist.net/anime/30346/Doukyuusei_Movie
243.0,Hibike! Euphonium 2,TV (13 eps),Oct 2016 - Dec 2016,208430,8.3,https://myanimelist.net/anime/31988/Hibike_Euphonium_2
244.0,Holo no Graffiti,ONA (? eps),May 2019 -,48362,8.3,https://myanimelist.net/anime/44042/Holo_no_Graffiti
245.0,Hotarubi no Mori e,Movie (1 eps),Sep 2011 - Sep 2011,757310,8.3,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e
246.0,Ashita no Joe,TV (79 eps),Apr 1970 - Sep 1971,80142,8.29,https://myanimelist.net/anime/2402/Ashita_no_Joe
247.0,Beck,TV (26 eps),Oct 2004 - Mar 2005,313388,8.29,https://myanimelist.net/anime/57/Beck
248.0,Dr. Stone,TV (24 eps),Jul 2019 - Dec 2019,1520138,8.29,https://myanimelist.net/anime/38691/Dr_Stone
249.0,Fate/Zero,TV (13 eps),Oct 2011 - Dec 2011,1395147,8.29,https://myanimelist.net/anime/10087/Fate_Zero
250.0,Gintama: Shinyaku Benizakura-hen,Special (1 eps),Dec 2010 - Dec 2010,40231,8.29,https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen
251.0,Kino no Tabi: The Beautiful World,TV (13 eps),Apr 2003 - Jul 2003,285346,8.29,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World
252.0,Rurouni Kenshin: Meiji Kenkaku Romantan,TV (94 eps),Jan 1996 - Sep 1998,461956,8.29,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
253.0,Shirobako,TV (24 eps),Oct 2014 - Mar 2015,417631,8.29,https://myanimelist.net/anime/25835/Shirobako
254.0,Sono Bisque Doll wa Koi wo Suru,TV (12 eps),Jan 2022 - Mar 2022,793245,8.29,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru
255.0,Steins;Gate: Oukoubakko no Poriomania,Special (1 eps),Feb 2012 - Feb 2012,410465,8.29,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania
256.0,Kotarou wa Hitorigurashi,ONA (10 eps),Mar 2022 - Mar 2022,103940,8.28,https://myanimelist.net/anime/49909/Kotarou_wa_Hitorigurashi
257.0,Nodame Cantabile,TV (23 eps),Jan 2007 - Jun 2007,298760,8.28,https://myanimelist.net/anime/1698/Nodame_Cantabile
258.0,Redline,Movie (1 eps),Aug 2009 - Aug 2009,341456,8.28,https://myanimelist.net/anime/6675/Redline
259.0,Tokyo Godfathers,Movie (1 eps),Nov 2003 - Nov 2003,261238,8.28,https://myanimelist.net/anime/759/Tokyo_Godfathers
260.0,Tsubasa: Tokyo Revelations,OVA (3 eps),Nov 2007 - Mar 2008,91203,8.28,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations
261.0,Gin no Saji 2nd Season,TV (11 eps),Jan 2014 - Mar 2014,137816,8.28,https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season
262.0,Gyakkyou Burai Kaiji: Ultimate Survivor,TV (26 eps),Oct 2007 - Apr 2008,325094,8.28,https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor
263.0,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie (12 eps),Mar 2022 - May 2022,15515,8.27,https://myanimelist.net/anime/42886/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Gekitotsu
264.0,Hajime no Ippo: Champion Road,Special (1 eps),Apr 2003 - Apr 2003,120776,8.27,https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road
265.0,Initial D Final Stage,TV (4 eps),May 2014 - Jun 2014,122672,8.27,https://myanimelist.net/anime/22507/Initial_D_Final_Stage
266.0,JoJo no Kimyou na Bouken Part 6: Stone Ocean,ONA (12 eps),Dec 2021 - Dec 2021,385351,8.27,https://myanimelist.net/anime/48661/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean
267.0,Kono Subarashii Sekai ni Shukufuku wo! 2,TV (10 eps),Jan 2017 - Mar 2017,1364926,8.27,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2
268.0,Koukaku Kidoutai,Movie (1 eps),Nov 1995 - Nov 1995,576307,8.27,https://myanimelist.net/anime/43/Koukaku_Kidoutai
269.0,Lycoris Recoil,TV (13 eps),Jul 2022 - Sep 2022,298567,8.27,https://myanimelist.net/anime/50709/Lycoris_Recoil
270.0,Planetes,TV (26 eps),Oct 2003 - Apr 2004,233843,8.27,https://myanimelist.net/anime/329/Planetes
271.0,Stranger: Mukou Hadan,Movie (1 eps),Sep 2007 - Sep 2007,311647,8.27,https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan
272.0,Yuru Camp△,TV (12 eps),Jan 2018 - Mar 2018,435700,8.27,https://myanimelist.net/anime/34798/Yuru_Camp△
273.0,86,TV (11 eps),Apr 2021 - Jun 2021,596835,8.26,https://myanimelist.net/anime/41457/86
274.0,Bakemono no Ko,Movie (1 eps),Jul 2015 - Jul 2015,391509,8.26,https://myanimelist.net/anime/28805/Bakemono_no_Ko
275.0,Diamond no Ace: Act II,TV (52 eps),Apr 2019 - Mar 2020,79815,8.26,https://myanimelist.net/anime/38731/Diamond_no_Ace__Act_II
276.0,Hunter x Hunter: Greed Island Final,OVA (14 eps),Mar 2004 - Aug 2004,134677,8.26,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final
277.0,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV (13 eps),Oct 2018 - Dec 2018,1538210,8.26,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
278.0,Space☆Dandy 2nd Season,TV (13 eps),Jul 2014 - Sep 2014,156010,8.26,https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season
279.0,Tenkuu no Shiro Laputa,Movie (1 eps),Aug 1986 - Aug 1986,438088,8.26,https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa
280.0,Tonari no Totoro,Movie (1 eps),Apr 1988 - Apr 1988,960803,8.26,https://myanimelist.net/anime/523/Tonari_no_Totoro
281.0,Kuroshitsuji Movie: Book of the Atlantic,Movie (1 eps),Jan 2017 - Jan 2017,177332,8.25,https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic
282.0,Naruto: Shippuuden,TV (500 eps),Feb 2007 - Mar 2017,2217925,8.25,https://myanimelist.net/anime/1735/Naruto__Shippuuden
283.0,Non Non Biyori Movie: Vacation,Movie (1 eps),Aug 2018 - Aug 2018,70066,8.25,https://myanimelist.net/anime/36990/Non_Non_Biyori_Movie__Vacation
284.0,Sasaki to Miyano,TV (12 eps),Jan 2022 - Mar 2022,142071,8.25,https://myanimelist.net/anime/44055/Sasaki_to_Miyano
285.0,Sennen Joyuu,Movie (1 eps),Sep 2002 - Sep 2002,163374,8.25,https://myanimelist.net/anime/1033/Sennen_Joyuu
286.0,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Special (1 eps),Dec 2015 - Dec 2015,236502,8.25,https://myanimelist.net/anime/32188/Steins_Gate__Kyoukaimenjou_no_Missing_Link_-_Divide_By_Zero
287.0,Wu Liuqi Zhi Zui Qiang Fa Xing Shi,ONA (10 eps),Oct 2019 - Jan 2020,55995,8.25,https://myanimelist.net/anime/40784/Wu_Liuqi_Zhi_Zui_Qiang_Fa_Xing_Shi
288.0,Yuukoku no Moriarty Part 2,TV (13 eps),Apr 2021 - Jun 2021,203873,8.25,https://myanimelist.net/anime/43325/Yuukoku_no_Moriarty_Part_2
289.0,Blue Lock,TV (24 eps),Oct 2022 -,260034,8.25,https://myanimelist.net/anime/49596/Blue_Lock
290.0,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie (4 eps),Nov 2019 - Nov 2019,22371,8.25,https://myanimelist.net/anime/36371/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_3
291.0,Great Pretender,TV (23 eps),Jul 2020 - Dec 2020,570921,8.25,https://myanimelist.net/anime/40052/Great_Pretender
292.0,Gyakkyou Burai Kaiji: Hakairoku-hen,TV (26 eps),Apr 2011 - Sep 2011,178595,8.25,https://myanimelist.net/anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen
293.0,Danshi Koukousei no Nichijou,TV (12 eps),Jan 2012 - Mar 2012,758584,8.24,https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou
294.0,Detective Conan: Episode One - The Great Detective Turned Small,Special (1 eps),Dec 2016 - Dec 2016,28081,8.24,https://myanimelist.net/anime/34036/Detective_Conan__Episode_One_-_The_Great_Detective_Turned_Small
295.0,Dororo,TV (24 eps),Jan 2019 - Jun 2019,1069728,8.24,https://myanimelist.net/anime/37520/Dororo
296.0,Golden Kamuy 2nd Season,TV (12 eps),Oct 2018 - Dec 2018,174055,8.24,https://myanimelist.net/anime/37989/Golden_Kamuy_2nd_Season
297.0,Nodame Cantabile: Finale,TV (11 eps),Jan 2010 - Mar 2010,122946,8.24,https://myanimelist.net/anime/5690/Nodame_Cantabile__Finale
298.0,Re:Zero kara Hajimeru Isekai Seikatsu,TV (25 eps),Apr 2016 - Sep 2016,1995169,8.24,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
299.0,Youjo Senki Movie,Movie (1 eps),Feb 2019 - Feb 2019,242001,8.24,https://myanimelist.net/anime/37055/Youjo_Senki_Movie
300.0,Hajime no Ippo: Mashiba vs. Kimura,OVA (1 eps),Sep 2003 - Sep 2003,96630,8.23,https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura
301.0,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,TV (25 eps),Oct 2016 - Apr 2017,127660,8.23,https://myanimelist.net/anime/33051/Kidou_Senshi_Gundam__Tekketsu_no_Orphans_2nd_Season
302.0,Major S3,TV (26 eps),Jan 2007 - Jun 2007,65488,8.23,https://myanimelist.net/anime/1842/Major_S3
303.0,One Piece Movie 14: Stampede,Movie (1 eps),Aug 2019 - Aug 2019,151935,8.23,https://myanimelist.net/anime/38234/One_Piece_Movie_14__Stampede
304.0,Ookami to Koushinryou,TV (13 eps),Jan 2008 - Mar 2008,760923,8.23,https://myanimelist.net/anime/2966/Ookami_to_Koushinryou
305.0,Paripi Koumei,TV (12 eps),Apr 2022 - Jun 2022,216733,8.23,https://myanimelist.net/anime/50380/Paripi_Koumei
306.0,Quanzhi Gaoshou Specials,ONA (3 eps),Apr 2018 - May 2018,97766,8.23,https://myanimelist.net/anime/37078/Quanzhi_Gaoshou_Specials
307.0,Ramayana: The Legend of Prince Rama,Movie (1 eps),Jan 1993 - Jan 1993,7543,8.23,https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama
308.0,Romantic Killer,ONA (12 eps),Oct 2022 - Oct 2022,49727,8.23,https://myanimelist.net/anime/52865/Romantic_Killer
309.0,Kono Sekai no Katasumi ni,Movie (1 eps),Nov 2016 - Nov 2016,170483,8.22,https://myanimelist.net/anime/15227/Kono_Sekai_no_Katasumi_ni
310.0,Kuroko no Basket 2nd Season,TV (25 eps),Oct 2013 - Mar 2014,783870,8.22,https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season
311.0,Luo Xiao Hei Zhan Ji (Movie),Movie (1 eps),Sep 2019 - Sep 2019,19292,8.22,https://myanimelist.net/anime/40211/Luo_Xiao_Hei_Zhan_Ji_Movie
312.0,Magi: The Kingdom of Magic,TV (25 eps),Oct 2013 - Mar 2014,787488,8.22,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic
313.0,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,Movie (1 eps),Oct 2012 - Oct 2012,187123,8.22,https://myanimelist.net/anime/11977/Mahou_Shoujo_Madoka★Magica_Movie_1__Hajimari_no_Monogatari
314.0,Majo no Takkyuubin,Movie (1 eps),Jul 1989 - Jul 1989,516579,8.22,https://myanimelist.net/anime/512/Majo_no_Takkyuubin
315.0,Major S1,TV (26 eps),Nov 2004 - May 2005,95213,8.22,https://myanimelist.net/anime/627/Major_S1
316.0,Mimi wo Sumaseba,Movie (1 eps),Jul 1995 - Jul 1995,315893,8.22,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba
317.0,SKET Dance,TV (77 eps),Apr 2011 - Sep 2012,213810,8.22,https://myanimelist.net/anime/9863/SKET_Dance
318.0,Trigun,TV (26 eps),Apr 1998 - Sep 1998,684144,8.22,https://myanimelist.net/anime/6/Trigun
319.0,xxxHOLiC: Kei,TV (13 eps),Apr 2008 - Jun 2008,134405,8.22,https://myanimelist.net/anime/3091/xxxHOLiC__Kei
320.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,TV (13 eps),Apr 2015 - Jun 2015,967193,8.22,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku
321.0,Bungou Stray Dogs 3rd Season,TV (12 eps),Apr 2019 - Jun 2019,527630,8.22,https://myanimelist.net/anime/38003/Bungou_Stray_Dogs_3rd_Season
322.0,Detective Conan Movie 13: The Raven Chaser,Movie (1 eps),Apr 2009 - Apr 2009,55148,8.22,https://myanimelist.net/anime/5460/Detective_Conan_Movie_13__The_Raven_Chaser
323.0,Fruits Basket 1st Season,TV (25 eps),Apr 2019 - Sep 2019,713625,8.22,https://myanimelist.net/anime/38680/Fruits_Basket_1st_Season
324.0,Boku no Hero Academia 6th Season,TV (25 eps),Oct 2022 -,335908,8.21,https://myanimelist.net/anime/49918/Boku_no_Hero_Academia_6th_Season
325.0,Hachimitsu to Clover II,TV (12 eps),Jun 2006 - Sep 2006,101993,8.21,https://myanimelist.net/anime/1142/Hachimitsu_to_Clover_II
